id,nombre,latitud,longitud,prioridad,ventana_inicio,ventana_fin,pedido,distrito
576,Centro Comercial Real Plaza 2,-12.0198,-77.0325,2,14:00,16:00,291.09,Chosica
577,Universidad de Lima Premium,-11.938,-76.9196,4,15:00,17:00,158.63,San Juan de Miraflores
578,Clínica San Felipe Secundario,-11.9573,-77.0561,2,13:00,15:00,336.73,Comas
579,Mercado de San Isidro Express,-12.044,-76.9511,1,13:00,17:00,445.64,Ate
580,Plaza San Martín Terciario,-12.3577,-76.9967,3,12:00,20:00,134.15,Villa El Salvador
581,Restaurante El Mercado Premium,-12.0353,-76.9351,3,19:00,22:00,265.75,Pachacámac
582,Mercado de Surquillo Este,-12.07,-77.0423,1,16:00,22:00,228.87,Lince
583,Plaza de la Revolución Terciario,-12.071,-77.0695,1,06:00,14:00,396.07,Pueblo Libre
584,Hotel Belmond Plus,-12.2487,-76.903,2,16:00,18:00,160.25,Villa María del Triunfo
585,Clínica San Borja Secundario,-12.0823,-77.0295,3,09:00,15:00,201.06,San Luis
586,Plaza Grau Plus,-11.8955,-77.1948,2,08:00,20:00,389.38,Ventanilla
587,Hotel Westin Principal,-11.9315,-77.1169,3,11:00,19:00,189.23,Villa María del Triunfo
588,Plaza San Martín Express,-12.0414,-77.0112,1,20:00,23:00,303.85,El Agustino
589,Restaurante El Chinito - Chosica,-12.2154,-77.1088,5,16:00,20:00,68.36,Lurigancho
590,Mercado de Barranco Plus,-12.1457,-77.0139,3,08:00,11:00,180.92,Barranco
591,Farmacia San Pablo Principal,-12.0302,-77.1203,2,17:00,20:00,229.74,Carmen de la Legua
592,Hotel Wyndham Plus,-12.0967,-77.0163,3,09:00,17:00,147.4,San Luis
593,Restaurante Maido Plus,-12.0874,-77.0138,2,18:00,22:00,335.71,San Luis
594,Hotel Wyndham Terciario,-12.0582,-77.0483,1,12:00,16:00,286.03,Breña
595,Farmacia Universal Express,-11.8453,-76.976,2,17:00,21:00,198.1,Lurín
596,Farmacia Arcángel Norte,-12.3284,-76.9865,4,16:00,19:00,64.32,Chorrillos
597,Universidad San Martín Secundario,-12.2602,-77.1173,3,13:00,17:00,114.96,Pachacámac
598,Parque de las Leyendas 2,-12.0792,-76.9928,2,19:00,22:00,255.51,San Borja
599,Farmacia InkaFarma Plus,-12.0437,-77.029,2,18:00,23:00,203.14,El Agustino
600,Plaza de la Revolución Sur,-12.0445,-77.1133,5,11:00,14:00,88.98,Carmen de la Legua
601,Farmacia Universal Plus,-12.0611,-77.1646,3,10:00,13:00,126.37,La Punta
602,Parque Kennedy Plus,-12.4618,-76.9072,2,17:00,19:00,157.87,Chorrillos
603,Plaza Mayor de Lima Norte,-12.1278,-77.0382,1,15:00,18:00,447.2,Miraflores
604,Restaurante Maido Express,-12.3624,-76.9546,4,13:00,17:00,74.97,Chorrillos
605,Supermercado Peruanito Express,-12.0491,-77.0103,4,09:00,15:00,69.15,El Agustino
606,Hotel Sheraton - Barranco,-12.1178,-76.9869,3,20:00,23:00,293.34,Lurín
607,Restaurante El Mercado Este,-12.1648,-77.0019,5,06:00,10:00,49.3,Surco
608,Farmacia El Rey Terciario,-12.0608,-77.1731,2,19:00,23:00,334.34,La Punta
609,Parque de las Leyendas Plus,-11.9999,-77.0564,4,17:00,23:00,120.93,San Martín de Porres
610,Restaurante Amaz - San Luis,-12.1281,-77.0357,3,17:00,23:00,173.43,Miraflores
611,Hospital Edgardo Rebagliati - La Victoria,-12.1373,-77.0105,2,15:00,17:00,290.07,Barranco
612,Farmacia Arcángel Plus,-11.9029,-76.9144,2,13:00,16:00,165.76,Pachacámac
613,Hotel Radisson 5,-12.0669,-77.134,3,17:00,21:00,295.06,Bellavista
614,Farmacia Mifarma 4,-11.8435,-77.1014,1,20:00,23:00,457.45,Puente Piedra
615,Plaza Bolognesi - San Martín de Porres,-12.0704,-77.0524,2,11:00,23:00,288.24,Lince
616,Centro Comercial MegaPlaza Norte,-12.1497,-77.0104,2,19:00,23:00,183.22,Barranco
617,Restaurante El Rincón del Ceviche - La Molina,-12.392,-77.0454,3,14:00,18:00,200.22,Lurigancho
618,Supermercado El Triunfo - Surco,-12.0652,-77.1245,3,11:00,19:00,286.27,Bellavista
619,Centro Comercial MegaPlaza Plus,-11.9885,-77.0396,1,06:00,09:00,402.12,Independencia
620,Universidad de Lima 4,-12.0489,-77.1177,2,16:00,18:00,398.24,Carmen de la Legua
621,Plaza de la Bandera 5,-12.3696,-76.9775,3,07:00,09:00,251.45,Mi Perú
622,Centro Comercial Real Plaza Plus,-12.4918,-77.1802,1,09:00,12:00,218.2,San Juan de Lurigancho
623,Restaurante La Mar Premium,-12.1149,-77.0263,2,20:00,23:00,282.62,Miraflores
624,Centro Comercial Jockey Plaza Express,-12.4058,-76.8542,2,08:00,14:00,309.38,Lurín
625,Hotel Country Club Secundario,-12.1399,-77.0253,2,07:00,10:00,335.12,Barranco
626,Clínica San Borja Secundario,-12.089,-76.9475,3,17:00,19:00,147.76,La Molina
627,Plaza San Martín Premium,-11.8994,-77.0415,3,19:00,22:00,184.54,Carabayllo
628,Universidad del Pacífico Premium,-12.0891,-77.015,4,20:00,22:00,78.49,San Luis
629,Hotel Sheraton Premium,-12.0797,-76.9599,5,19:00,23:00,102.19,La Molina
630,Parque de la Pera Express,-12.0858,-77.0229,3,19:00,23:00,131.14,San Luis
631,Universidad UPC Express,-12.0895,-77.0269,2,13:00,15:00,265.45,San Luis
632,Plaza Mayor de Lima Premium,-12.4156,-77.1445,1,11:00,17:00,228.28,Chaclacayo
633,Vivanda 3,-11.9814,-77.0678,4,08:00,14:00,87.72,Los Olivos
634,Hospital Alberto Sabogal Terciario,-12.0438,-77.1523,2,18:00,20:00,386.19,Callao
635,Santa Isabel Plus,-12.3434,-77.0418,3,14:00,17:00,185.58,San Juan de Lurigancho
636,Santa Isabel Este,-11.9737,-77.073,4,06:00,09:00,86.53,Los Olivos
637,Centro Comercial Plaza Bellavista Plus,-12.1416,-76.8641,4,07:00,10:00,176.05,Villa María del Triunfo
638,Tottus Plus,-12.0629,-77.0325,2,08:00,14:00,274.15,La Victoria
639,Supermercado Metro - Barranco,-11.9777,-77.0634,1,10:00,22:00,221.42,Los Olivos
640,Supermercado El Ahorro Sur,-12.0004,-77.0551,3,11:00,14:00,199.46,San Martín de Porres
641,Centro Comercial Mall Aventura 2,-12.12,-77.0352,3,16:00,22:00,205.46,Miraflores
642,Mercado de Surquillo 4,-11.7574,-77.1448,3,13:00,16:00,150.1,Ancón
643,Supermercado El Rey - Surco,-12.0874,-77.0579,2,11:00,13:00,187.3,Lince
644,Plaza de la Revolución 3,-12.118,-77.0275,1,14:00,17:00,202.66,Miraflores
645,Restaurante Maido Plus,-12.1643,-77.0068,5,07:00,19:00,139.29,Surco
646,Farmacia San Pablo - Chosica,-12.2977,-76.9778,2,06:00,10:00,159.75,San Juan de Miraflores
647,Restaurante Amaz Express,-12.2035,-76.8455,2,17:00,23:00,328.71,Villa El Salvador
648,Plaza Vea 3,-11.9713,-76.8023,3,08:00,12:00,245.34,Santiago de Surco
649,Clínica Delgado - Pachacámac,-12.2237,-77.0966,3,13:00,15:00,121.05,Mi Perú
650,Parque Kennedy - San Miguel,-12.0498,-77.1202,3,12:00,16:00,263.42,Carmen de la Legua
651,Clínica Internacional Premium,-12.0499,-77.1593,2,08:00,14:00,218.88,Callao
652,Hospital Alberto Sabogal Plus,-12.0426,-77.0255,1,14:00,18:00,285.42,El Agustino
653,Farmacia El Súper Norte,-11.9881,-77.0243,5,08:00,14:00,50.64,Independencia
654,Mercado de San Isidro Terciario,-11.9805,-76.9675,3,09:00,12:00,299.06,Mi Perú
655,Plaza de la Democracia - La Molina,-12.1456,-77.0129,2,14:00,22:00,257.7,Barranco
656,Santa Isabel Premium,-12.0535,-77.0512,3,16:00,19:00,221.21,Jesús María
657,Universidad San Martín Premium,-11.8464,-77.0949,2,06:00,10:00,207.69,Puente Piedra
658,Wong 3,-11.8539,-77.1033,3,16:00,18:00,239.23,Puente Piedra
659,Clínica San Borja Premium,-11.8163,-77.0821,2,20:00,23:00,386.8,San Juan de Lurigancho
660,Hotel Belmond Plus,-12.1037,-77.0412,3,11:00,23:00,285.74,San Isidro
661,Plaza Francia - Breña,-11.8904,-77.1986,3,09:00,12:00,194.0,Ventanilla
662,Farmacia Cruz Verde 5,-12.0468,-77.1225,4,18:00,23:00,171.45,Carmen de la Legua
663,Universidad San Marcos - Surco,-11.9556,-77.0577,3,07:00,13:00,123.55,Comas
664,Parque Kennedy Oeste,-12.0035,-77.0578,4,08:00,10:00,71.73,San Martín de Porres
665,Plaza de la Revolución - San Isidro,-11.9835,-77.0201,2,08:00,20:00,237.91,Independencia
666,Hospital Alberto Sabogal Secundario,-12.052,-77.1391,4,07:00,11:00,182.92,Bellavista
667,Hotel Country Club - Comas,-11.9921,-77.035,3,18:00,21:00,237.86,Independencia
668,Plaza Bolognesi Express,-12.0752,-76.9965,2,13:00,16:00,185.27,San Borja
669,Plaza Dos de Mayo Oeste,-12.0684,-77.1798,2,19:00,23:00,162.98,La Punta
670,Parque Kennedy - Los Olivos,-11.9936,-76.9418,4,09:00,17:00,127.44,San Juan de Lurigancho
671,Universidad ESAN 2,-12.0948,-77.0485,1,18:00,20:00,395.06,San Isidro
672,Farmacia El Rey Express,-12.1519,-77.007,3,07:00,10:00,209.76,Surco
673,Centro Comercial Jockey Plaza Este,-12.0853,-77.1799,5,14:00,23:00,97.87,Mi Perú
674,Centro Comercial Jockey Plaza 3,-11.9084,-77.047,3,10:00,18:00,192.74,Carabayllo
675,Centro Comercial Plaza Norte Terciario,-12.2135,-77.1167,5,20:00,23:00,41.06,Villa El Salvador
676,Farmacia Universal Premium,-12.0493,-76.9491,3,17:00,23:00,262.38,Ate
677,Centro Comercial Larcomar Premium,-12.1687,-77.0004,4,15:00,18:00,83.4,Surco
678,Restaurante El Chinito Principal,-12.0798,-77.055,4,18:00,23:00,129.58,Lince
679,Farmacia InkaFarma Secundario,-11.7567,-77.1544,2,20:00,23:00,350.41,Ancón
680,Farmacia El Súper Secundario,-12.1425,-77.0935,5,19:00,23:00,66.46,Santa Rosa
681,Hospital Nacional Dos de Mayo Oeste,-12.0524,-77.0594,4,09:00,21:00,156.88,Jesús María
682,Wong Sur,-12.0754,-77.0755,1,17:00,21:00,492.8,Magdalena
683,Farmacia El Ahorro Principal,-11.8286,-77.0826,4,20:00,23:00,163.83,Villa El Salvador
684,Parque Kennedy 5,-11.8383,-77.1061,3,14:00,20:00,187.71,Lurigancho
685,Wong Principal,-11.9841,-77.0654,3,17:00,21:00,275.89,Los Olivos
686,Centro Comercial Plaza Norte Plus,-12.0475,-77.1423,4,11:00,13:00,143.02,Callao
687,Supermercado El Triunfo - Ventanilla,-12.0132,-76.9835,2,15:00,23:00,165.82,Villa El Salvador
688,Supermercado El Súper Express,-12.344,-77.0509,3,06:00,08:00,293.31,Santiago de Surco
689,Hotel Country Club Secundario,-12.0465,-77.1473,2,19:00,23:00,327.35,Callao
690,Plaza de la Revolución Plus,-12.0349,-77.0268,3,19:00,22:00,139.57,Rímac
691,Plaza Bolognesi 5,-12.0611,-77.1657,5,12:00,16:00,25.93,La Punta
692,Restaurante Amaz 1,-12.094,-77.039,4,08:00,10:00,82.89,San Isidro
693,Plaza Grau Express,-12.0709,-77.0732,3,11:00,19:00,265.33,Magdalena
694,Mercado de San Isidro Plus,-12.0548,-76.9552,2,10:00,16:00,344.41,Ate
695,Restaurante La Mar Principal,-11.9767,-77.0683,3,14:00,18:00,279.66,Los Olivos
696,Centro Comercial Real Plaza Sur,-12.3804,-76.8476,1,08:00,14:00,232.19,Santiago de Surco
697,Centro Comercial Plaza Central - Villa María del Triunfo,-12.0793,-76.9577,5,15:00,19:00,117.89,La Molina
698,Mercado de San Isidro Este,-11.8905,-77.2066,4,15:00,18:00,108.27,Ventanilla
699,Universidad de Lima Oeste,-12.0508,-77.0426,1,15:00,23:00,371.54,Jesús María
700,Restaurante Maido 5,-12.0474,-76.9577,1,07:00,15:00,483.56,Ate
701,Plaza de la Bandera - Pueblo Libre,-12.0356,-77.029,1,19:00,23:00,249.72,Rímac
702,Supermercado El Ahorro Express,-11.8923,-77.1996,5,17:00,21:00,52.85,Ventanilla
703,Hospital Edgardo Rebagliati - Santa Rosa,-12.0734,-76.9484,2,18:00,22:00,382.54,La Molina
704,Clínica Ricardo Palma Plus,-11.8291,-77.0221,4,19:00,23:00,136.28,Villa María del Triunfo
705,Restaurante El Chinito - Lurín,-11.8437,-76.9629,4,17:00,23:00,140.9,Villa El Salvador
706,Plaza Dos de Mayo Plus,-12.3946,-76.8395,3,16:00,20:00,268.67,Chaclacayo
707,Farmacia InkaFarma 5,-12.0864,-77.0561,4,19:00,23:00,131.29,Lince
708,Parque de la Pera 1,-12.0148,-76.9315,5,09:00,12:00,49.3,Pachacámac
709,Mercado de Surquillo Express,-12.063,-77.1232,1,08:00,12:00,343.86,Bellavista
710,Centro Comercial Mall Aventura 2,-12.0529,-77.1284,4,18:00,20:00,101.98,Bellavista
711,Farmacia InkaFarma Plus,-11.9836,-77.0697,1,07:00,13:00,407.54,Los Olivos
712,Santa Isabel Plus,-12.0442,-77.149,1,18:00,23:00,493.92,Callao
713,Hotel Radisson Express,-12.0544,-77.0587,3,09:00,21:00,129.41,Jesús María
714,Farmacia Universal Premium,-11.8227,-76.8788,5,20:00,22:00,103.91,Pachacámac
715,Mercado de San Isidro Plus,-11.8258,-76.982,4,17:00,23:00,134.79,Mi Perú
716,Vivanda Plus,-12.0595,-77.1317,2,10:00,13:00,366.52,Bellavista
717,Supermercado El Ahorro Plus,-12.1184,-77.0305,5,11:00,14:00,35.18,Miraflores
718,Hotel Westin Plus,-11.8126,-77.0385,3,19:00,23:00,154.0,Pachacámac
719,Wong Express,-12.113,-77.0221,5,06:00,10:00,51.74,Miraflores
720,Universidad del Pacífico Express,-12.0307,-77.1106,3,16:00,23:00,146.35,Carmen de la Legua
721,Restaurante El Chinito Express,-12.0897,-77.065,5,20:00,23:00,148.59,Magdalena
722,Centro Comercial Mall Aventura - Puente Piedra,-12.0413,-76.8432,3,16:00,22:00,117.01,Chaclacayo
723,Hotel JW Marriott 1,-12.0903,-77.0385,1,14:00,16:00,238.61,San Isidro
724,Restaurante La Mar Terciario,-12.1146,-77.0213,1,12:00,18:00,211.45,Miraflores
725,Supermercado El Ahorro Premium,-12.0746,-77.0304,4,15:00,18:00,76.62,La Victoria
726,Farmacia Boticas Plus,-12.0642,-77.1738,2,10:00,16:00,278.3,La Punta
727,Hotel Country Club - La Punta,-12.0068,-77.1105,4,08:00,11:00,168.43,Santa Rosa
728,Plaza Bolognesi Premium,-12.0643,-77.0441,3,19:00,21:00,104.79,Jesús María
729,Restaurante El Chinito Sur,-11.9144,-77.1088,2,07:00,11:00,345.78,Villa El Salvador
730,Restaurante La Mar 1,-12.0677,-77.023,4,08:00,16:00,82.95,La Victoria
731,Supermercado El Triunfo Express,-12.0047,-77.0587,1,08:00,12:00,257.83,San Martín de Porres
732,Farmacia El Rey Express,-12.0885,-77.0207,1,19:00,21:00,470.29,San Luis
733,Centro Comercial Jockey Plaza Norte,-12.0555,-77.0426,2,18:00,22:00,187.99,Jesús María
734,Restaurante Rafael 5,-11.9869,-77.0721,1,20:00,23:00,263.15,Los Olivos
735,Mercado de Magdalena Premium,-12.0213,-77.0191,1,09:00,11:00,484.64,Rímac
736,Clínica Delgado Este,-12.0752,-77.0562,2,15:00,23:00,247.64,Lince
737,Hotel Radisson Premium,-12.0548,-76.9532,3,16:00,23:00,128.08,Ate
738,Plaza de la Democracia Premium,-12.0609,-77.0877,2,07:00,09:00,257.24,San Miguel
739,Centro Comercial Plaza Norte - Lurín,-12.1675,-77.0059,2,19:00,23:00,285.71,Surco
740,Supermercado El Tigre Plus,-12.0929,-77.0308,4,08:00,16:00,142.31,San Isidro
741,Mercado de San Isidro Premium,-12.046,-77.0297,2,11:00,17:00,393.8,El Agustino
742,Mercado de San Isidro - Los Olivos,-12.047,-76.9594,1,15:00,17:00,360.95,Ate
743,Restaurante El Mercado Plus,-12.4948,-77.1285,5,17:00,23:00,121.17,Pachacámac
744,Supermercado El Tigre Express,-12.3004,-76.8427,3,20:00,22:00,277.32,San Juan de Lurigancho
745,Centro Comercial Plaza San Miguel Premium,-11.8532,-77.0937,3,15:00,23:00,248.7,Puente Piedra
746,Centro Comercial Real Plaza Plus,-12.055,-76.9521,3,08:00,10:00,173.47,Ate
747,Supermercado Metro Express,-12.057,-77.0107,5,15:00,19:00,48.08,El Agustino
748,Hotel Sonesta - Ancón,-12.3637,-77.1316,1,18:00,20:00,368.45,Chaclacayo
749,Clínica Ricardo Palma Express,-12.0394,-77.1293,1,06:00,10:00,355.75,Carmen de la Legua
750,Supermercado Peruanito - San Miguel,-12.0922,-77.0175,2,11:00,23:00,219.12,San Luis
751,Mercado de San Isidro Principal,-12.1967,-76.9532,3,15:00,23:00,243.17,Chosica
752,Centro Comercial Real Plaza Plus,-12.2621,-76.9063,1,15:00,23:00,454.03,San Juan de Miraflores
753,Universidad Privada del Norte Secundario,-12.0623,-77.0519,3,15:00,19:00,292.71,Pueblo Libre
754,Aeropuerto Jorge Chávez Premium,-11.897,-77.2064,2,07:00,11:00,153.9,Ventanilla
755,Mercado de Miraflores Principal,-12.206,-77.1172,4,20:00,22:00,67.42,San Juan de Miraflores
756,Farmacia Universal Sur,-11.9044,-77.0479,1,16:00,22:00,391.69,Carabayllo
757,Parque El Olivar - Santa Rosa,-12.0248,-77.1403,3,10:00,22:00,182.57,Villa El Salvador
758,Clínica Internacional Sur,-11.9058,-77.0488,1,20:00,23:00,285.06,Carabayllo
759,Universidad San Marcos Oeste,-12.0911,-77.0494,1,15:00,23:00,496.38,San Isidro
760,Plaza de Acho 4,-12.11,-77.0337,3,07:00,13:00,133.59,San Isidro
761,Parque de las Leyendas Plus,-12.2509,-77.0582,2,14:00,18:00,189.84,Chosica
762,Centro Comercial Plaza Central 3,-11.9232,-77.0199,3,18:00,20:00,256.25,Chaclacayo
763,Farmacia Universal Terciario,-12.0578,-76.9512,5,07:00,11:00,103.57,Ate
764,Hotel JW Marriott Plus,-12.0749,-77.0333,3,17:00,19:00,251.96,La Victoria
765,Restaurante La Picantería Premium,-11.8961,-77.0486,2,11:00,17:00,263.08,Carabayllo
766,Parque de la Media Luna Plus,-12.1655,-76.9947,2,09:00,11:00,233.71,Surco
767,Supermercado El Ahorro Principal,-12.3266,-76.8202,2,19:00,23:00,297.47,Chaclacayo
768,Clínica Internacional Plus,-12.3162,-77.0314,3,15:00,23:00,284.59,Lurigancho
769,Centro Comercial Real Plaza - Chaclacayo,-12.3651,-77.1934,1,14:00,16:00,377.51,Lurigancho
770,Restaurante Central Premium,-12.4696,-76.9099,2,19:00,23:00,250.89,Villa El Salvador
771,Restaurante La Mar Terciario,-11.9815,-77.0611,4,20:00,23:00,131.7,Los Olivos
772,Farmacia El Súper 1,-12.0505,-77.1447,4,15:00,17:00,127.07,Callao
773,Farmacia El Súper Premium,-11.977,-77.0614,5,09:00,11:00,80.22,Los Olivos
774,Universidad San Martín Sur,-11.9482,-77.0121,2,06:00,10:00,185.18,Pachacámac
775,Hotel Sheraton Express,-12.1029,-77.0351,2,13:00,17:00,241.97,San Isidro
776,Aeropuerto Jorge Chávez Express,-12.1243,-77.0383,2,08:00,11:00,230.12,Miraflores
777,Hotel Westin Este,-12.2288,-76.8042,3,15:00,23:00,230.44,Lurín
778,Restaurante La Mar Express,-12.4307,-76.8025,3,12:00,23:00,291.61,San Juan de Lurigancho
779,Parque de la Familia Express,-12.006,-77.0555,4,10:00,22:00,125.65,San Martín de Porres
780,Universidad Científica del Sur Premium,-12.455,-76.803,2,15:00,17:00,245.71,Chaclacayo
781,Hotel JW Marriott Este,-12.0683,-77.0728,1,18:00,23:00,397.74,San Miguel
782,Mercado de Surquillo Plus,-11.8479,-77.0021,2,11:00,13:00,259.77,Chaclacayo
783,Aeropuerto Jorge Chávez Express,-12.0441,-77.0537,5,09:00,13:00,39.8,Breña
784,Farmacia Universal Premium,-12.3093,-76.8703,3,18:00,21:00,217.21,Pachacámac
785,Supermercado Peruanito Secundario,-12.188,-77.1085,1,11:00,13:00,332.41,Villa El Salvador
786,Restaurante Osaka Principal,-12.0835,-76.9561,3,10:00,13:00,232.82,La Molina
787,Centro Comercial Plaza Central Terciario,-12.237,-76.8292,3,16:00,23:00,241.32,Pachacámac
788,Hotel JW Marriott Premium,-11.7442,-77.1493,1,06:00,14:00,387.44,Ancón
789,Universidad Científica del Sur Express,-11.8953,-77.2055,2,09:00,11:00,267.05,Ventanilla
790,Centro Comercial Mall Aventura Sur,-12.0402,-76.9562,3,11:00,14:00,153.82,Ate
791,Universidad Privada del Norte Express,-11.8979,-77.0137,1,10:00,13:00,284.23,Pachacámac
792,Parque de las Leyendas - Barranco,-12.2762,-76.9815,4,16:00,18:00,144.38,Chosica
793,Universidad ESAN - Comas,-11.9894,-77.0728,3,13:00,16:00,193.57,Los Olivos
794,Santa Isabel Terciario,-12.3032,-77.1795,3,20:00,23:00,281.43,Pachacámac
795,Clínica Ricardo Palma Este,-12.0546,-77.0221,3,20:00,23:00,107.07,El Agustino
796,Aeropuerto Jorge Chávez Premium,-12.0559,-77.0727,2,11:00,15:00,325.89,San Miguel
797,Universidad Científica del Sur 3,-12.0443,-77.1189,2,10:00,16:00,254.23,Carmen de la Legua
798,Parque El Olivar Terciario,-11.9568,-76.8306,1,16:00,22:00,316.06,Villa El Salvador
799,Clínica San Borja Premium,-11.9941,-77.0397,4,17:00,21:00,196.46,Independencia
800,Restaurante El Chinito Oeste,-12.0738,-77.0375,4,12:00,14:00,133.4,La Victoria
801,Parque de la Media Luna Oeste,-11.7554,-77.1575,2,06:00,12:00,289.94,Ancón
802,Plaza Bolognesi Plus,-12.0809,-77.0678,2,06:00,10:00,245.82,Magdalena
803,Restaurante La Mar Express,-11.8998,-77.206,3,14:00,22:00,241.75,Ventanilla
804,Parque de la Pera Express,-11.9983,-77.0504,2,08:00,11:00,258.61,San Martín de Porres
805,Clínica Anglo Americana - Ventanilla,-12.0705,-76.9954,2,17:00,19:00,342.92,San Borja
806,Farmacia InkaFarma 3,-12.0919,-77.0444,3,11:00,19:00,234.71,San Isidro
807,Plaza Bolognesi 4,-12.0937,-77.0104,5,11:00,19:00,122.95,San Luis
808,Centro Financiero Terciario,-12.1128,-77.02,4,12:00,23:00,192.45,Miraflores
809,Plaza Bolognesi Plus,-12.0191,-77.1262,3,19:00,23:00,239.74,San Juan de Miraflores
810,Farmacia InkaFarma Premium,-11.8942,-77.2074,5,11:00,15:00,53.16,Ventanilla
811,Universidad Científica del Sur 5,-12.0754,-76.9429,5,17:00,19:00,43.7,La Molina
812,Universidad del Pacífico Premium,-12.0781,-77.0406,4,18:00,20:00,81.82,Lince
813,Plaza San Martín Express,-11.9736,-77.0722,1,07:00,09:00,341.34,Los Olivos
814,Mercado de Surquillo Express,-11.754,-77.1496,2,10:00,18:00,246.92,Ancón
815,Supermercado Peruanito Premium,-11.9194,-77.1895,5,15:00,17:00,102.84,Santa Rosa
816,Hotel Sheraton - Santiago de Surco,-12.3391,-77.184,2,16:00,18:00,290.51,Lurigancho
817,Hotel Belmond Premium,-11.8495,-77.0975,4,11:00,17:00,116.59,Puente Piedra
818,Universidad ESAN - Jesús María,-12.0551,-77.1268,3,20:00,23:00,201.44,Bellavista
819,Hotel Belmond Oeste,-12.0593,-77.1449,4,10:00,14:00,51.12,Callao
820,Supermercado Metro Express,-12.063,-77.1288,1,18:00,22:00,490.07,Bellavista
821,Parque El Olivar Norte,-12.1624,-76.9978,2,09:00,12:00,179.92,Surco
822,Clínica Ricardo Palma Norte,-11.8512,-76.85,2,18:00,21:00,307.37,San Juan de Miraflores
823,Hotel Sonesta Principal,-12.0577,-77.0703,2,08:00,14:00,253.57,San Miguel
824,Universidad del Pacífico Este,-12.0678,-76.9685,2,08:00,10:00,295.32,Villa María del Triunfo
825,Hotel Radisson Plus,-11.9947,-77.0415,2,10:00,16:00,313.88,San Martín de Porres
826,Farmacia San Pablo Terciario,-11.8958,-76.8718,4,06:00,09:00,52.78,Chosica
827,Hotel Marriott Express,-12.0647,-77.0201,4,15:00,17:00,144.82,La Victoria
828,Centro Comercial Larcomar Principal,-12.0929,-77.0157,3,06:00,09:00,201.16,San Luis
829,Mercado de Barranco Express,-12.348,-76.8937,1,09:00,21:00,276.48,Mi Perú
830,Plaza de Acho Plus,-12.0837,-77.116,2,15:00,23:00,229.32,Villa El Salvador
831,Plaza Dos de Mayo 4,-11.8904,-77.0494,1,17:00,19:00,455.25,Carabayllo
832,Universidad Científica del Sur Este,-12.1924,-77.1652,2,08:00,12:00,355.86,Pachacámac
833,Parque Kennedy Este,-11.8537,-77.107,3,13:00,15:00,292.92,Puente Piedra
834,Plaza Dos de Mayo 2,-12.132,-77.0229,2,08:00,10:00,281.29,Barranco
835,Farmacia InkaFarma Plus,-11.8961,-77.1953,3,14:00,18:00,119.6,Ventanilla
836,Supermercado El Ahorro Express,-11.908,-77.1995,5,10:00,14:00,119.9,Ventanilla
837,Hotel Wyndham Este,-12.0801,-77.0759,5,12:00,16:00,115.36,Santiago de Surco
838,Parque de las Leyendas Express,-12.0594,-77.0267,1,08:00,12:00,372.95,Chaclacayo
839,Plaza Mayor de Lima Plus,-12.4344,-76.8033,3,15:00,23:00,140.03,Villa El Salvador
840,Centro Comercial Open Plaza Este,-12.0431,-77.0106,1,16:00,23:00,492.28,El Agustino
841,Plaza Dos de Mayo Plus,-12.1473,-77.0283,2,12:00,23:00,163.69,Barranco
842,Centro Comercial Larcomar Express,-11.9095,-77.059,1,12:00,14:00,441.94,Carabayllo
843,Universidad ESAN Express,-12.4821,-76.8334,3,09:00,21:00,294.97,Villa María del Triunfo
844,Parque El Olivar Este,-11.8596,-77.1073,2,16:00,23:00,255.92,Puente Piedra
845,Plaza Grau Secundario,-12.2588,-76.8748,5,09:00,11:00,120.39,Pachacámac
846,Universidad San Martín Principal,-12.0605,-77.1278,3,12:00,14:00,268.0,Bellavista
847,Parque de la Media Luna Secundario,-12.0651,-77.0501,1,18:00,22:00,346.22,Jesús María
848,Clínica Internacional Plus,-12.3563,-76.8817,3,08:00,16:00,173.59,Chorrillos
849,Clínica Internacional 5,-12.1196,-77.0204,5,20:00,23:00,143.04,Miraflores
850,Restaurante El Rincón del Ceviche Plus,-12.0863,-77.0445,1,08:00,20:00,228.58,Lince
851,Supermercado El Rey Plus,-12.0587,-77.0411,3,10:00,18:00,121.32,Jesús María
852,Farmacia Mifarma 5,-12.2992,-76.8318,4,06:00,08:00,137.23,Santa Rosa
853,Clínica Internacional Express,-12.1009,-77.0325,4,14:00,17:00,93.92,San Isidro
854,Centro Comercial Open Plaza Plus,-12.0633,-77.0639,4,06:00,09:00,66.13,Pueblo Libre
855,Parque Reducto 4,-11.9721,-77.0765,1,11:00,14:00,273.94,Los Olivos
856,Universidad del Pacífico Norte,-12.1014,-77.0499,3,08:00,10:00,228.76,San Isidro
857,Mercado de San Isidro Este,-12.0639,-77.136,4,19:00,23:00,73.55,Bellavista
858,Plaza Francia Premium,-12.1087,-76.9798,1,09:00,11:00,382.87,Villa El Salvador
859,Centro Comercial Jockey Plaza 1,-12.0531,-76.9572,2,18:00,23:00,397.02,Ate
860,Universidad Científica del Sur Plus,-12.073,-77.0544,3,12:00,14:00,246.02,Pueblo Libre
861,Centro Financiero Premium,-11.9408,-76.969,1,13:00,15:00,249.43,Chorrillos
862,Mercado de Miraflores Sur,-12.0559,-76.947,3,15:00,23:00,219.04,Ate
863,Centro Financiero Premium,-12.074,-77.0502,3,07:00,09:00,196.56,Lince
